Least developed countries: UN classification;LDC;GDP per capita (current US$);NY.GDP.PCAP.CD;920,356744208063;964,449793360221;1065,22658037951
Low income;LIC;GDP per capita (current US$);NY.GDP.PCAP.CD;699,373833339976;705,461511003203;654,345171301588
Liechtenstein;LIE;GDP per capita (current US$);NY.GDP.PCAP.CD;148842,035144342;167187,15730982;174988,775083446
Sri Lanka;LKA;GDP per capita (current US$);NY.GDP.PCAP.CD;3327,77612404326;4060,13139670248;4360,58473469252
Lower middle income;LMC;GDP per capita (current US$);NY.GDP.PCAP.CD;1692,33125256858;1841,84526127088;2076,456710545
Low & middle income;LMY;GDP per capita (current US$);NY.GDP.PCAP.CD;4048,47846033862;4187,84406931518;4738,20340339937
Lesotho;LSO;GDP per capita (current US$);NY.GDP.PCAP.CD;1217,93071228944;1121,19851342518;1170,65569702819
Late-demographic dividend;LTE;GDP per capita (current US$);NY.GDP.PCAP.CD;8005,48648466589;8228,5219032545;9850,36115121356
Lithuania;LTU;GDP per capita (current US$);NY.GDP.PCAP.CD;14294,7178607152;14300,2553666736;19368,5391045353
Luxembourg;LUX;GDP per capita (current US$);NY.GDP.PCAP.CD;112584,676270958;105462,012584423;116786,511654677
Latvia;LVA;GDP per capita (current US$);NY.GDP.PCAP.CD;13329,3499931271;13321,9753140616;17252,1710428626
Macao SAR, China;MAC;GDP per capita (current US$);NY.GDP.PCAP.CD;76051,6312325843;70070,2918001631;83761,8171798142
St. Martin (French part);MAF;GDP per capita (current US$);NY.GDP.PCAP.CD;;;
Morocco;MAR;GDP per capita (current US$);NY.GDP.PCAP.CD;3164,17724609375;3146,24780273438;3501,69799804688
Monaco;MCO;GDP per capita (current US$);NY.GDP.PCAP.CD;165444,651378771;170437,101188261;188298,315668437
Moldova;MDA;GDP per capita (current US$);NY.GDP.PCAP.CD;3044,8084324815;2749,55137054338;4156,44981956646
Madagascar;MDG;GDP per capita (current US$);NY.GDP.PCAP.CD;493,511162904211;445,320069480568;500,45718552916
Maldives;MDV;GDP per capita (current US$);NY.GDP.PCAP.CD;7461,29703686309;9644,90655028145;11423,2838427029
Middle East & North Africa;MEA;GDP per capita (current US$);NY.GDP.PCAP.CD;8823,39627549638;7228,30889534971;7732,44296580288
Mexico;MEX;GDP per capita (current US$);NY.GDP.PCAP.CD;10744,1335242686;10021,2386118827;10084,7937562021
Marshall Islands;MHL;GDP per capita (current US$);NY.GDP.PCAP.CD;3514,26515490383;3764,34426229508;4858,12079054875
Middle income;MIC;GDP per capita (current US$);NY.GDP.PCAP.CD;4398,51781287514;4565,92744572991;5202,51034300538
North Macedonia;MKD;GDP per capita (current US$);NY.GDP.PCAP.CD;5049,8265386157;5262,68671928674;6713,98925398989
Mali;MLI;GDP per capita (current US$);NY.GDP.PCAP.CD;733,738935290444;704,821646439506;835,086710561793
Malta;MLT;GDP per capita (current US$);NY.GDP.PCAP.CD;22878,313086001;25481,8977555627;33332,1905601302
Myanmar;MMR;GDP per capita (current US$);NY.GDP.PCAP.CD;1202,6658960055;1166,73305546288;1298,21310320785
Middle East & North Africa (excluding high income);MNA;GDP per capita (current US$);NY.GDP.PCAP.CD;4906,91313645694;3803,87110555447;3682,71025533449
Montenegro;MNE;GDP per capita (current US$);NY.GDP.PCAP.CD;6586,39970256684;6517,19267514764;8850,3749248372
Mongolia;MNG;GDP per capita (current US$);NY.GDP.PCAP.CD;4328,89001905655;3838,92126989984;4107,64288528468
Northern Mariana Islands;MNP;GDP per capita (current US$);NY.GDP.PCAP.CD;14013,6003306158;17665,1007493109;26509,3628379893
Mozambique;MOZ;GDP per capita (current US$);NY.GDP.PCAP.CD;685,685748199513;610,563774706589;517,507260258101
Mauritania;MRT;GDP per capita (current US$);NY.GDP.PCAP.CD;1859,11733247641;1554,94897871782;1722,93528854073
Mauritius;MUS;GDP per capita (current US$);NY.GDP.PCAP.CD;9291,23627601053;9507,87133656424;11643,4605962124
Malawi;MWI;GDP per capita (current US$);NY.GDP.PCAP.CD;558,46208832772;539,605363240686;533,203173686705
Malaysia;MYS;GDP per capita (current US$);NY.GDP.PCAP.CD;10600,5744240026;9648,6797937523;10901,8019954421
North America;NAC;GDP per capita (current US$);NY.GDP.PCAP.CD;51881,4589732398;55702,089462785;61512,7212012788
Namibia;NAM;GDP per capita (current US$);NY.GDP.PCAP.CD;5942,64680978673;4774,10650865775;5308,60813408705
New Caledonia;NCL;GDP per capita (current US$);NY.GDP.PCAP.CD;35559,5672006157;30858,7237060533;34902,8968780031
Niger;NER;GDP per capita (current US$);NY.GDP.PCAP.CD;528,510104469655;485,662574175279;578,568035680892
Nigeria;NGA;GDP per capita (current US$);NY.GDP.PCAP.CD;2633,19734671361;2585,73360671797;2057,87944554011
Nicaragua;NIC;GDP per capita (current US$);NY.GDP.PCAP.CD;1784,69212752824;2074,45446460028;2035,16750115975
Netherlands;NLD;GDP per capita (current US$);NY.GDP.PCAP.CD;50473,9442002689;45793,8135434697;53955,0770024266
Norway;NOR;GDP per capita (current US$);NY.GDP.PCAP.CD;102175,919298374;74809,9658049898;82792,8427113304
Nepal;NPL;GDP per capita (current US$);NY.GDP.PCAP.CD;788,202937148377;875,543635474862;1179,19843190389
Nauru;NRU;GDP per capita (current US$);NY.GDP.PCAP.CD;9817,36872216004;7703,43149943923;11408,6947593898
New Zealand;NZL;GDP per capita (current US$);NY.GDP.PCAP.CD;39974,2997334925;38639,3501941427;43228,6976473771
OECD members;OED;GDP per capita (current US$);NY.GDP.PCAP.CD;37325,2021922766;35784,8705175556;39573,0447485009
Oman;OMN;GDP per capita (current US$);NY.GDP.PCAP.CD;24642,2978768596;18808,3077921839;19901,7615642016
Other small states;OSS;GDP per capita (current US$);NY.GDP.PCAP.CD;12547,6960302501;11735,6880833152;14455,7757539518
Pakistan;PAK;GDP per capita (current US$);NY.GDP.PCAP.CD;1204,36475491585;1380,47020838317;1569,33814626355
Panama;PAN;GDP per capita (current US$);NY.GDP.PCAP.CD;11064,8063606203;14082,6548502728;16151,3273478476
Peru;PER;GDP per capita (current US$);NY.GDP.PCAP.CD;6519,37852981527;6231,71150338894;6978,49121548627
Philippines;PHL;GDP per capita (current US$);NY.GDP.PCAP.CD;2614,61644410764;2909,85818014474;3168,51036606257
Palau;PLW;GDP per capita (current US$);NY.GDP.PCAP.CD;12145,3644807205;15690,7586522228;16197,7254546986
Papua New Guinea;PNG;GDP per capita (current US$);NY.GDP.PCAP.CD;2635,0873631547;2484,5963398603;2566,36833735041
Poland;POL;GDP per capita (current US$);NY.GDP.PCAP.CD;13087,420943321;12637,5220324406;15658,2120316794
Pre-demographic dividend;PRE;GDP per capita (current US$);NY.GDP.PCAP.CD;1656,47257454939;1501,73812551821;1432,1297922805
Puerto Rico;PRI;GDP per capita (current US$);NY.GDP.PCAP.CD;27944,7338937424;29763,4883013861;31615,0667918433
Korea, Dem. People's Rep.;PRK;GDP per capita (current US$);NY.GDP.PCAP.CD;;;
Portugal;PRT;GDP per capita (current US$);NY.GDP.PCAP.CD;20593,4274224109;19215,7813014347;23541,1401075289
Paraguay;PRY;GDP per capita (current US$);NY.GDP.PCAP.CD;5642,1699167298;5879,33792308671;6258,44991640954
West Bank and Gaza;PSE;GDP per capita (current US$);NY.GDP.PCAP.CD;3067,43872735614;3272,15432360708;3562,33094270256
Pacific island small states;PSS;GDP per capita (current US$);NY.GDP.PCAP.CD;3494,91244207853;3710,01234754574;4245,78718413539
Post-demographic dividend;PST;GDP per capita (current US$);NY.GDP.PCAP.CD;42350,2886484502;40778,3409479148;45562,8677932304
French Polynesia;PYF;GDP per capita (current US$);NY.GDP.PCAP.CD;20846,5457478364;19166,9594761931;21925,616043938
Qatar;QAT;GDP per capita (current US$);NY.GDP.PCAP.CD;108470,378825036;68985,2946961507;71039,8490579352
Romania;ROU;GDP per capita (current US$);NY.GDP.PCAP.CD;8929,95366231474;8977,01748158196;12502,2624061935
Russian Federation;RUS;GDP per capita (current US$);NY.GDP.PCAP.CD;15401,8515625;9277,7138671875;11211,8876953125
Rwanda;RWA;GDP per capita (current US$);NY.GDP.PCAP.CD;706,817317494399;733,998585018273;771,773521962568
South Asia;SAS;GDP per capita (current US$);NY.GDP.PCAP.CD;1352,07296472777;1528,46685971348;1907,38178097978
Saudi Arabia;SAU;GDP per capita (current US$);NY.GDP.PCAP.CD;28348,5730107499;22453,571552265;28036,0264674095
Sudan;SDN;GDP per capita (current US$);NY.GDP.PCAP.CD;1019,22210693359;1292,37963867188;731,027465820313
Senegal;SEN;GDP per capita (current US$);NY.GDP.PCAP.CD;1326,83798848379;1218,00613555438;1452,55612562445
Singapore;SGP;GDP per capita (current US$);NY.GDP.PCAP.CD;55547,5553077786;55645,6068614606;66840,6373389791
Solomon Islands;SLB;GDP per capita (current US$);NY.GDP.PCAP.CD;2066,25352289833;2045,47889485251;2278,20633913383
Sierra Leone;SLE;GDP per capita (current US$);NY.GDP.PCAP.CD;904,840762004552;945,148168480629;845,914540460932
El Salvador;SLV;GDP per capita (current US$);NY.GDP.PCAP.CD;3497,91256915509;3790,34089108162;4183,54620971358
San Marino;SMR;GDP per capita (current US$);NY.GDP.PCAP.CD;47945,8991734281;43146,8240435428;47950,6880557136
Somalia;SOM;GDP per capita (current US$);NY.GDP.PCAP.CD;350,261946720969;445,583078625015;509,525802439801
Serbia;SRB;GDP per capita (current US$);NY.GDP.PCAP.CD;6263,04086072815;5820,3215576888;7559,86165747394
Sub-Saharan Africa (excluding high income);SSA;GDP per capita (current US$);NY.GDP.PCAP.CD;1790,5380975987;1627,66404278518;1604,66374694771
South Sudan;SSD;GDP per capita (current US$);NY.GDP.PCAP.CD;1109,26050083408;1080,14718624765;
Sub-Saharan Africa;SSF;GDP per capita (current US$);NY.GDP.PCAP.CD;1791,52362904208;1628,91285742916;1606,1313576289
Small states;SST;GDP per capita (current US$);NY.GDP.PCAP.CD;11149,6078319649;10690,6175098911;12723,981268455
Sao Tome and Principe;STP;GDP per capita (current US$);NY.GDP.PCAP.CD;1210,79264672325;1298,10946596396;1825,59971753966
Suriname;SUR;GDP per capita (current US$);NY.GDP.PCAP.CD;8851,24050668908;8813,61705392067;6665,74180472239
Slovak Republic;SVK;GDP per capita (current US$);NY.GDP.PCAP.CD;17516,9691054078;16442,0760860018;19573,3717031314
Slovenia;SVN;GDP per capita (current US$);NY.GDP.PCAP.CD;22442,1417859955;20697,2748530619;25888,0481065655
Sweden;SWE;GDP per capita (current US$);NY.GDP.PCAP.CD;57749,8251328664;51197,9529341175;54181,9069780904
Eswatini;SWZ;GDP per capita (current US$);NY.GDP.PCAP.CD;4347,99569336631;3393,53367834668;3986,10557163026
Sint Maarten (Dutch part);SXM;GDP per capita (current US$);NY.GDP.PCAP.CD;28149,0997855041;37839,6283815163;31708,3110124742
Seychelles;SYC;GDP per capita (current US$);NY.GDP.PCAP.CD;12337,1554669388;15333,1051727105;18440,2340460932
Syrian Arab Republic;SYR;GDP per capita (current US$);NY.GDP.PCAP.CD;1897,66115018696;847,731631942565;1098,0668642357
Turks and Caicos Islands;TCA;GDP per capita (current US$);NY.GDP.PCAP.CD;22633,9527500233;25736,101625461;27160,1579568902
Chad;TCD;GDP per capita (current US$);NY.GDP.PCAP.CD;936,141444963822;747,588448455507;695,642393675941
East Asia & Pacific (IDA & IBRD countries);TEA;GDP per capita (current US$);NY.GDP.PCAP.CD;5425,75299693559;6556,49872551757;8014,49766251885
Europe & Central Asia (IDA & IBRD countries);TEC;GDP per capita (current US$);NY.GDP.PCAP.CD;10406,9546977795;8001,11229243002;8884,71291375979
Togo;TGO;GDP per capita (current US$);NY.GDP.PCAP.CD;762,392047587088;751,052405084336;851,130806891807
